,height,weight,label,0
1703,0.995,0.42,thin,thin
1704,0.91,0.74,normal,normal
1705,0.65,0.41,normal,normal
1706,0.74,0.77,fat,fat
1707,0.88,0.63,normal,normal
1708,0.85,0.36,thin,thin
1709,0.615,0.6,fat,fat
1710,0.885,0.7,normal,normal
1711,0.69,0.36,normal,normal
1712,0.625,0.54,fat,fat
1713,0.835,0.73,fat,fat
1714,0.965,0.78,normal,normal
1715,0.72,0.78,fat,fat
1716,0.915,0.37,thin,thin
1717,1.0,0.38,thin,thin
1718,0.645,0.44,fat,fat
1719,0.69,0.79,fat,fat
1720,0.91,0.67,normal,normal
1721,0.75,0.75,fat,fat
1722,0.745,0.52,normal,normal
1723,0.6,0.41,fat,fat
1724,0.695,0.68,fat,fat
1725,0.655,0.42,normal,normal
1726,0.745,0.62,fat,fat
1727,0.9,0.51,thin,thin
1728,0.665,0.64,fat,fat
1729,0.66,0.79,fat,fat
1730,0.98,0.48,thin,thin
1731,0.615,0.77,fat,fat
1732,0.735,0.5,normal,normal
1733,0.605,0.35,normal,normal
1734,0.99,0.59,thin,thin
1735,0.9,0.79,normal,normal
1736,0.68,0.44,normal,normal
1737,0.98,0.73,normal,normal
1738,0.755,0.42,thin,thin
1739,0.7,0.36,thin,normal
1740,0.775,0.48,normal,normal
1741,1.0,0.57,thin,thin
1742,0.745,0.42,normal,normal
1743,0.975,0.66,thin,thin
1744,0.635,0.54,fat,fat
1745,0.62,0.49,fat,fat
1746,0.62,0.61,fat,fat
1747,0.88,0.63,normal,normal
1748,0.82,0.51,normal,normal
1749,0.905,0.35,thin,thin
1750,0.82,0.47,thin,thin
1751,0.67,0.62,fat,fat
1752,0.735,0.44,normal,normal
1753,0.875,0.62,normal,normal
1754,0.715,0.42,normal,normal
1755,0.97,0.44,thin,thin
1756,0.795,0.54,normal,normal
1757,0.9,0.7,normal,normal
1758,0.655,0.57,fat,fat
1759,0.985,0.35,thin,thin
1760,0.735,0.68,fat,fat
1761,0.98,0.65,thin,thin
1762,0.99,0.53,thin,thin
1763,0.885,0.43,thin,thin
1764,0.67,0.4,normal,normal
1765,0.605,0.64,fat,fat
1766,0.905,0.8,normal,normal
1767,1.0,0.47,thin,thin
1768,0.765,0.39,thin,thin
1769,0.695,0.48,normal,normal
1770,0.835,0.52,normal,normal
1771,0.94,0.65,thin,normal
1772,0.815,0.53,normal,normal
1773,0.865,0.49,thin,thin
1774,0.615,0.73,fat,fat
1775,0.84,0.62,normal,normal
1776,0.84,0.43,thin,thin
1777,0.84,0.55,normal,normal
1778,0.845,0.64,normal,normal
1779,0.62,0.36,normal,normal
1780,0.815,0.43,thin,thin
1781,0.72,0.52,fat,normal
1782,0.905,0.39,thin,thin
1783,0.82,0.78,fat,fat
1784,0.915,0.6,thin,thin
1785,0.85,0.64,normal,normal
1786,0.715,0.61,fat,fat
1787,0.665,0.64,fat,fat
1788,0.96,0.44,thin,thin
1789,0.89,0.8,fat,fat
1790,0.85,0.47,thin,thin
1791,0.635,0.45,fat,fat
1792,0.75,0.61,fat,fat
1793,0.85,0.53,thin,thin
1794,0.985,0.41,thin,thin
1795,0.925,0.6,thin,thin
1796,0.975,0.64,thin,thin
1797,0.73,0.55,fat,fat
1798,1.0,0.54,thin,thin
1799,0.895,0.79,normal,normal
1800,0.855,0.68,normal,normal
1801,0.995,0.67,thin,thin
1802,0.975,0.43,thin,thin
1803,0.7,0.67,fat,fat
1804,0.985,0.57,thin,thin
1805,0.75,0.59,fat,fat
1806,0.985,0.5,thin,thin
1807,0.875,0.57,normal,normal
1808,0.975,0.72,normal,normal
1809,0.765,0.53,normal,normal
1810,0.805,0.59,normal,normal
1811,0.95,0.42,thin,thin
1812,0.955,0.67,thin,normal
1813,0.86,0.61,normal,normal
1814,0.78,0.72,fat,fat
1815,0.775,0.56,normal,normal
1816,0.82,0.52,normal,normal
1817,0.79,0.71,fat,fat
1818,0.715,0.72,fat,fat
1819,0.855,0.65,normal,normal
1820,0.765,0.5,normal,normal
1821,0.9,0.59,thin,thin
1822,0.75,0.57,fat,fat
1823,0.665,0.38,normal,normal
1824,0.905,0.62,normal,normal
1825,0.97,0.56,thin,thin
1826,0.805,0.55,normal,normal
1827,0.715,0.53,fat,fat
1828,0.665,0.42,normal,normal
1829,0.755,0.41,thin,thin
1830,0.945,0.41,thin,thin
1831,0.96,0.62,thin,thin
1832,0.975,0.59,thin,thin
1833,0.68,0.76,fat,fat
1834,0.765,0.48,normal,normal
1835,0.875,0.35,thin,thin
1836,0.895,0.63,normal,normal
1837,0.83,0.78,fat,fat
1838,0.825,0.49,thin,thin
1839,0.725,0.53,fat,fat
1840,0.635,0.71,fat,fat
1841,0.95,0.61,thin,thin
1842,0.985,0.67,thin,thin
1843,0.72,0.48,normal,normal
1844,0.96,0.41,thin,thin
1845,0.74,0.71,fat,fat
1846,0.975,0.47,thin,thin
1847,0.715,0.4,normal,normal
1848,0.925,0.79,normal,normal
1849,0.7,0.53,fat,fat
1850,0.795,0.45,thin,thin
1851,0.74,0.7,fat,fat
1852,0.915,0.42,thin,thin
1853,0.64,0.55,fat,fat
1854,0.605,0.8,fat,fat
1855,0.615,0.57,fat,fat
1856,0.72,0.66,fat,fat
1857,0.69,0.73,fat,fat
1858,0.915,0.64,normal,normal
1859,0.755,0.52,normal,normal
1860,0.745,0.71,fat,fat
1861,0.755,0.68,fat,fat
1862,1.0,0.38,thin,thin
1863,0.715,0.53,fat,fat
1864,0.725,0.8,fat,fat
1865,0.74,0.55,fat,normal
1866,0.915,0.59,thin,thin
1867,0.9,0.51,thin,thin
1868,0.97,0.5,thin,thin
1869,0.86,0.72,normal,normal
1870,0.625,0.35,normal,normal
1871,0.645,0.59,fat,fat
1872,0.655,0.78,fat,fat
1873,0.9,0.46,thin,thin
1874,0.88,0.4,thin,thin
1875,0.815,0.8,fat,fat
1876,0.99,0.56,thin,thin
1877,0.87,0.41,thin,thin
1878,0.71,0.51,fat,fat
1879,0.635,0.39,normal,normal
1880,0.625,0.47,fat,fat
1881,0.97,0.4,thin,thin
1882,0.95,0.58,thin,thin
1883,0.855,0.68,normal,normal
1884,0.885,0.64,normal,normal
1885,0.635,0.71,fat,fat
1886,0.79,0.55,normal,normal
1887,0.92,0.38,thin,thin
1888,0.985,0.37,thin,thin
1889,0.865,0.43,thin,thin
1890,0.925,0.75,normal,normal
1891,0.985,0.38,thin,thin
1892,0.99,0.62,thin,thin
1893,0.625,0.45,fat,fat
1894,0.795,0.64,fat,fat
1895,0.915,0.38,thin,thin
1896,0.92,0.75,normal,normal
1897,0.835,0.46,thin,thin
1898,0.64,0.37,normal,normal
1899,0.82,0.73,fat,fat
1900,0.76,0.72,fat,fat
1901,0.995,0.62,thin,thin
1902,0.955,0.59,thin,thin
1903,0.935,0.78,normal,normal
1904,0.705,0.46,normal,normal
1905,0.755,0.6,fat,fat
1906,0.905,0.6,thin,thin
1907,0.61,0.45,fat,fat
1908,0.91,0.47,thin,thin
1909,0.685,0.7,fat,fat
1910,0.645,0.37,normal,normal
1911,0.605,0.4,fat,fat
1912,0.945,0.77,normal,normal
1913,0.92,0.73,normal,normal
1914,0.72,0.42,normal,normal
1915,0.69,0.58,fat,fat
1916,0.83,0.75,fat,fat
1917,0.78,0.36,thin,thin
1918,0.72,0.54,fat,fat
1919,0.78,0.62,fat,fat
1920,0.94,0.66,normal,normal
1921,0.71,0.52,fat,fat
1922,0.63,0.76,fat,fat
1923,0.615,0.69,fat,fat
1924,0.96,0.61,thin,thin
1925,0.815,0.47,thin,thin
1926,0.65,0.43,fat,fat
1927,0.62,0.44,fat,fat
1928,0.68,0.59,fat,fat
1929,0.79,0.53,normal,normal
1930,0.94,0.52,thin,thin
1931,0.665,0.4,normal,normal
1932,0.675,0.72,fat,fat
1933,0.79,0.35,thin,thin
1934,0.905,0.46,thin,thin
1935,0.93,0.5,thin,thin
1936,0.9,0.7,normal,normal
1937,0.74,0.47,normal,normal
1938,0.985,0.63,thin,thin
1939,0.99,0.8,normal,normal
1940,0.92,0.43,thin,thin
1941,0.73,0.76,fat,fat
1942,0.8,0.56,normal,normal
1943,0.6,0.79,fat,fat
1944,0.99,0.69,thin,thin
1945,0.82,0.59,normal,normal
1946,0.795,0.77,fat,fat
1947,0.645,0.36,normal,normal
1948,0.805,0.57,normal,normal
1949,0.965,0.38,thin,thin
1950,0.715,0.36,thin,thin
1951,0.74,0.7,fat,fat
1952,0.83,0.79,fat,fat
1953,0.915,0.44,thin,thin
1954,0.805,0.6,normal,normal
1955,0.83,0.61,normal,normal
1956,0.815,0.5,normal,normal
1957,0.745,0.69,fat,fat
1958,0.99,0.8,normal,normal
1959,0.72,0.79,fat,fat
1960,0.75,0.56,normal,normal
1961,0.685,0.37,normal,normal
1962,0.68,0.79,fat,fat
1963,0.855,0.61,normal,normal
1964,0.715,0.66,fat,fat
1965,0.985,0.5,thin,thin
1966,0.73,0.41,normal,normal
1967,0.68,0.65,fat,fat
1968,0.64,0.62,fat,fat
1969,0.695,0.36,normal,normal
1970,0.765,0.42,thin,thin
1971,0.77,0.73,fat,fat
1972,1.0,0.51,thin,thin
1973,0.72,0.43,normal,normal
1974,0.86,0.58,normal,normal
1975,0.855,0.54,thin,thin
1976,0.695,0.45,normal,normal
1977,0.775,0.51,normal,normal
1978,0.985,0.52,thin,thin
1979,0.915,0.71,normal,normal
1980,0.815,0.5,normal,normal
1981,0.775,0.53,normal,normal
1982,0.74,0.62,fat,fat
1983,0.96,0.67,thin,thin
1984,0.62,0.76,fat,fat
1985,0.79,0.58,normal,normal
1986,0.76,0.36,thin,thin
1987,0.835,0.79,fat,fat
1988,0.83,0.37,thin,thin
1989,0.785,0.68,fat,fat
1990,0.81,0.66,fat,fat
1991,0.97,0.76,normal,normal
1992,0.805,0.68,fat,fat
1993,0.655,0.73,fat,fat
1994,0.97,0.68,thin,thin
1995,0.96,0.67,thin,thin
1996,0.87,0.52,thin,thin
1997,0.68,0.43,normal,normal
1998,0.795,0.4,thin,thin
1999,0.865,0.41,thin,thin
2000,0.73,0.61,fat,fat
2001,0.635,0.37,normal,normal
2002,0.91,0.42,thin,thin
2003,0.915,0.76,normal,normal
2004,0.995,0.41,thin,thin
2005,0.985,0.55,thin,thin
2006,0.885,0.4,thin,thin
2007,0.9,0.37,thin,thin
2008,0.985,0.36,thin,thin
2009,0.6,0.79,fat,fat
2010,0.77,0.63,fat,fat
2011,0.61,0.79,fat,fat
2012,0.86,0.39,thin,thin
2013,0.845,0.8,fat,fat
2014,0.99,0.76,normal,normal
2015,0.625,0.61,fat,fat
2016,0.655,0.37,normal,normal
2017,0.86,0.64,normal,normal
2018,0.615,0.51,fat,fat
2019,0.97,0.45,thin,thin
2020,1.0,0.37,thin,thin
2021,0.68,0.6,fat,fat
2022,0.665,0.44,normal,normal
2023,0.64,0.45,fat,fat
2024,0.63,0.42,fat,fat
2025,0.615,0.4,fat,fat
2026,0.665,0.52,fat,fat
2027,0.64,0.42,fat,fat
2028,0.715,0.67,fat,fat
2029,0.89,0.66,normal,normal
2030,0.81,0.71,fat,fat
2031,0.79,0.73,fat,fat
2032,0.93,0.62,thin,thin
2033,0.635,0.49,fat,fat
2034,0.725,0.47,normal,normal
2035,0.98,0.62,thin,thin
2036,0.75,0.58,fat,fat
2037,0.625,0.8,fat,fat
2038,0.875,0.66,normal,normal
2039,0.745,0.77,fat,fat
2040,0.85,0.4,thin,thin
2041,0.865,0.69,normal,normal
2042,0.79,0.48,normal,normal
2043,0.88,0.78,fat,fat
2044,0.605,0.37,fat,fat
2045,0.665,0.78,fat,fat
2046,0.7,0.69,fat,fat
2047,0.895,0.69,normal,normal
2048,0.71,0.67,fat,fat
2049,0.755,0.76,fat,fat
2050,0.75,0.52,normal,normal
2051,0.705,0.43,normal,normal
2052,0.63,0.52,fat,fat
2053,0.8,0.53,normal,normal
2054,0.73,0.4,normal,normal
2055,0.77,0.67,fat,fat
2056,0.675,0.67,fat,fat
2057,0.735,0.62,fat,fat
2058,0.795,0.74,fat,fat
2059,0.895,0.54,thin,thin
2060,0.89,0.61,normal,normal
2061,0.64,0.8,fat,fat
2062,0.735,0.59,fat,fat
2063,0.705,0.52,fat,fat
2064,0.86,0.71,normal,normal
2065,0.735,0.52,normal,normal
2066,0.61,0.69,fat,fat
2067,0.85,0.39,thin,thin
2068,0.73,0.38,thin,thin
2069,0.91,0.69,normal,normal
2070,0.865,0.66,normal,normal
2071,0.61,0.44,fat,fat
2072,0.93,0.77,normal,normal
2073,0.825,0.64,normal,normal
2074,0.975,0.8,normal,normal
2075,0.895,0.8,normal,normal
2076,0.62,0.76,fat,fat
2077,0.74,0.7,fat,fat
2078,0.93,0.39,thin,thin
2079,0.915,0.56,thin,thin
2080,0.94,0.52,thin,thin
2081,0.625,0.55,fat,fat
2082,0.985,0.44,thin,thin
2083,0.835,0.56,normal,normal
2084,0.64,0.4,normal,normal
2085,0.635,0.75,fat,fat
2086,0.76,0.52,normal,normal
2087,0.95,0.62,thin,thin
2088,0.875,0.48,thin,thin
2089,0.975,0.66,thin,thin
2090,0.67,0.37,normal,normal
2091,0.65,0.58,fat,fat
2092,0.655,0.37,normal,normal
2093,0.66,0.6,fat,fat
2094,0.65,0.52,fat,fat
2095,0.715,0.53,fat,fat
2096,0.78,0.69,fat,fat
2097,0.835,0.41,thin,thin
2098,0.67,0.38,normal,normal
2099,0.72,0.5,normal,normal
2100,0.825,0.46,thin,thin
2101,0.945,0.52,thin,thin
2102,0.9,0.72,normal,normal
2103,0.895,0.72,normal,normal
2104,0.765,0.67,fat,fat
2105,0.65,0.52,fat,fat
2106,0.64,0.78,fat,fat
2107,0.745,0.51,normal,normal
2108,0.9,0.68,normal,normal
2109,0.69,0.66,fat,fat
2110,0.97,0.49,thin,thin
2111,0.81,0.41,thin,thin
2112,0.615,0.59,fat,fat
2113,0.62,0.56,fat,fat
2114,0.67,0.51,fat,fat
2115,0.89,0.55,thin,thin
2116,0.705,0.5,fat,normal
2117,0.675,0.36,normal,normal
2118,0.67,0.73,fat,fat
2119,0.885,0.44,thin,thin
2120,0.99,0.72,thin,normal
2121,0.815,0.8,fat,fat
2122,0.7,0.67,fat,fat
2123,0.82,0.79,fat,fat
2124,0.71,0.75,fat,fat
2125,0.86,0.65,normal,normal
2126,0.61,0.78,fat,fat
2127,0.75,0.44,normal,normal
2128,0.625,0.46,fat,fat
2129,0.985,0.56,thin,thin
2130,0.995,0.79,normal,normal
2131,0.93,0.35,thin,thin
2132,1.0,0.56,thin,thin
2133,0.675,0.49,fat,fat
2134,0.77,0.53,normal,normal
2135,0.865,0.45,thin,thin
2136,0.645,0.62,fat,fat
2137,0.73,0.55,fat,fat
2138,0.935,0.59,thin,thin
2139,0.9,0.54,thin,thin
2140,0.86,0.42,thin,thin
2141,0.86,0.37,thin,thin
2142,0.94,0.58,thin,thin
2143,0.68,0.78,fat,fat
2144,0.81,0.62,normal,normal
2145,0.955,0.7,normal,normal
2146,0.915,0.75,normal,normal
2147,0.65,0.41,normal,normal
2148,0.775,0.62,fat,fat
2149,0.975,0.68,thin,thin
2150,0.64,0.49,fat,fat
2151,0.62,0.8,fat,fat
2152,0.8,0.76,fat,fat
2153,0.88,0.78,fat,fat
2154,0.895,0.67,normal,normal
2155,0.73,0.48,normal,normal
2156,0.695,0.36,normal,normal
2157,0.925,0.78,normal,normal
2158,0.715,0.45,normal,normal
2159,0.88,0.4,thin,thin
2160,0.81,0.7,fat,fat
2161,0.78,0.38,thin,thin
2162,0.615,0.8,fat,fat
2163,0.9,0.41,thin,thin
2164,0.65,0.74,fat,fat
2165,0.875,0.78,fat,fat
2166,0.64,0.38,normal,normal
2167,0.78,0.53,normal,normal
2168,0.755,0.75,fat,fat
2169,0.72,0.6,fat,fat
2170,0.905,0.53,thin,thin
2171,0.625,0.57,fat,fat
2172,0.655,0.48,fat,fat
2173,0.915,0.8,normal,normal
2174,0.73,0.74,fat,fat
2175,0.895,0.67,normal,normal
2176,0.82,0.45,thin,thin
2177,0.845,0.62,normal,normal
2178,0.985,0.63,thin,thin
2179,0.82,0.79,fat,fat
2180,0.735,0.45,normal,normal
2181,0.6,0.55,fat,fat
2182,0.93,0.73,normal,normal
2183,0.86,0.67,normal,normal
2184,0.78,0.48,normal,normal
2185,0.7,0.43,normal,normal
2186,0.93,0.59,thin,thin
2187,0.915,0.41,thin,thin
2188,0.865,0.37,thin,thin
2189,0.87,0.54,thin,thin
2190,0.675,0.52,fat,fat
2191,0.86,0.71,normal,normal
2192,0.975,0.53,thin,thin
2193,0.76,0.5,normal,normal
2194,0.725,0.38,thin,thin
2195,0.935,0.72,normal,normal
2196,0.69,0.6,fat,fat
2197,0.655,0.65,fat,fat
2198,1.0,0.4,thin,thin
2199,0.645,0.68,fat,fat
2200,0.65,0.53,fat,fat
2201,0.975,0.53,thin,thin
2202,0.955,0.43,thin,thin
2203,0.915,0.56,thin,thin
2204,0.79,0.44,thin,thin
2205,0.765,0.77,fat,fat
2206,0.76,0.73,fat,fat
2207,0.825,0.45,thin,thin
2208,0.825,0.58,normal,normal
2209,0.74,0.62,fat,fat
2210,0.71,0.37,thin,normal
2211,0.87,0.73,normal,normal
2212,0.62,0.43,fat,fat
2213,0.75,0.6,fat,fat
2214,0.755,0.36,thin,thin
2215,0.665,0.49,fat,fat
2216,0.9,0.68,normal,normal
2217,0.64,0.58,fat,fat
2218,0.93,0.43,thin,thin
2219,0.8,0.76,fat,fat
2220,0.86,0.42,thin,thin
2221,0.86,0.8,fat,fat
2222,0.82,0.47,thin,thin
2223,0.765,0.75,fat,fat
2224,0.875,0.56,thin,thin
2225,0.765,0.76,fat,fat
2226,0.68,0.46,normal,normal
2227,0.65,0.59,fat,fat
2228,0.795,0.68,fat,fat
2229,0.88,0.73,normal,normal
2230,0.675,0.55,fat,fat
2231,0.925,0.73,normal,normal
2232,0.795,0.4,thin,thin
2233,0.72,0.65,fat,fat
2234,0.755,0.75,fat,fat
2235,0.875,0.74,normal,normal
2236,0.99,0.35,thin,thin
2237,0.96,0.55,thin,thin
2238,0.87,0.39,thin,thin
2239,0.64,0.73,fat,fat
2240,0.86,0.53,thin,thin
2241,0.815,0.4,thin,thin
2242,0.815,0.68,fat,fat
2243,0.64,0.46,fat,fat
2244,0.875,0.79,fat,fat
2245,0.64,0.62,fat,fat
2246,0.72,0.51,normal,normal
2247,0.82,0.42,thin,thin
2248,0.73,0.44,normal,normal
2249,0.76,0.43,normal,normal
2250,0.98,0.39,thin,thin
2251,0.845,0.73,fat,fat
2252,0.91,0.73,normal,normal
2253,0.96,0.53,thin,thin
2254,0.755,0.59,fat,fat
2255,0.99,0.46,thin,thin
2256,0.71,0.54,fat,fat
2257,0.745,0.64,fat,fat
2258,0.68,0.6,fat,fat
2259,0.82,0.79,fat,fat
2260,0.8,0.51,normal,normal
2261,0.71,0.65,fat,fat
2262,0.67,0.47,fat,fat
2263,0.95,0.41,thin,thin
2264,0.7,0.36,thin,normal
2265,0.865,0.36,thin,thin
2266,1.0,0.79,normal,normal
2267,0.635,0.77,fat,fat
2268,0.745,0.51,normal,normal
2269,0.985,0.68,thin,thin
2270,0.805,0.48,normal,thin
2271,0.88,0.6,normal,normal
2272,0.605,0.52,fat,fat
2273,0.765,0.6,fat,fat
2274,0.685,0.7,fat,fat
2275,0.98,0.37,thin,thin
2276,0.63,0.44,fat,fat
2277,0.76,0.41,thin,thin
2278,0.755,0.47,normal,normal
2279,0.745,0.38,thin,thin
2280,0.82,0.4,thin,thin
2281,0.885,0.64,normal,normal
2282,0.605,0.51,fat,fat
2283,0.665,0.49,fat,fat
2284,0.605,0.44,fat,fat
2285,0.94,0.4,thin,thin
2286,0.78,0.68,fat,fat
2287,0.755,0.59,fat,fat
2288,0.73,0.67,fat,fat
2289,0.69,0.6,fat,fat
2290,0.845,0.37,thin,thin
2291,0.905,0.75,normal,normal
2292,0.675,0.36,normal,normal
2293,0.98,0.79,normal,normal
2294,0.655,0.4,normal,normal
2295,0.955,0.43,thin,thin
2296,0.94,0.64,thin,thin
2297,0.805,0.37,thin,thin
2298,0.775,0.64,fat,fat
2299,0.855,0.47,thin,thin
2300,0.8,0.75,fat,fat
2301,0.95,0.66,thin,normal
2302,0.755,0.7,fat,fat
2303,0.855,0.79,fat,fat
2304,0.94,0.4,thin,thin
2305,0.95,0.46,thin,thin
2306,0.945,0.51,thin,thin
2307,0.925,0.41,thin,thin
2308,0.87,0.62,normal,normal
2309,0.865,0.5,thin,thin
2310,0.815,0.36,thin,thin
2311,0.705,0.66,fat,fat
2312,0.62,0.48,fat,fat
2313,0.825,0.54,normal,normal
2314,0.72,0.35,thin,thin
2315,0.915,0.42,thin,thin
2316,0.99,0.59,thin,thin
2317,0.935,0.66,normal,normal
2318,0.935,0.73,normal,normal
2319,0.705,0.66,fat,fat
2320,0.805,0.8,fat,fat
2321,0.805,0.62,normal,normal
2322,0.91,0.79,normal,normal
2323,0.62,0.72,fat,fat
2324,0.77,0.59,normal,normal
2325,0.81,0.69,fat,fat
2326,0.77,0.75,fat,fat
2327,0.775,0.42,thin,thin
2328,0.74,0.78,fat,fat
2329,0.79,0.56,normal,normal
2330,0.855,0.56,normal,normal
2331,0.78,0.37,thin,thin
2332,0.635,0.68,fat,fat
2333,0.695,0.74,fat,fat
2334,0.75,0.72,fat,fat
2335,0.845,0.57,normal,normal
2336,0.855,0.51,thin,thin
2337,0.955,0.55,thin,thin
2338,0.975,0.71,normal,normal
2339,0.76,0.77,fat,fat
2340,0.825,0.54,normal,normal
2341,0.615,0.59,fat,fat
2342,0.785,0.75,fat,fat
2343,0.825,0.69,fat,fat
2344,0.73,0.46,normal,normal
2345,0.765,0.36,thin,thin
2346,0.79,0.68,fat,fat
2347,0.655,0.55,fat,fat
2348,0.895,0.52,thin,thin
2349,0.625,0.79,fat,fat
2350,0.945,0.64,thin,thin
2351,0.625,0.71,fat,fat
2352,0.66,0.69,fat,fat
2353,0.87,0.71,normal,normal
2354,0.82,0.6,normal,normal
2355,0.65,0.43,fat,fat
2356,0.675,0.43,normal,normal
2357,0.815,0.36,thin,thin
2358,0.605,0.47,fat,fat
2359,0.82,0.49,thin,thin
2360,0.97,0.75,normal,normal
2361,0.86,0.52,thin,thin
2362,0.92,0.8,normal,normal
2363,0.845,0.71,normal,normal
2364,0.76,0.42,thin,thin
2365,0.66,0.56,fat,fat
2366,0.7,0.49,fat,normal
2367,0.84,0.76,fat,fat
2368,0.62,0.4,fat,fat
2369,0.78,0.77,fat,fat
2370,0.76,0.42,thin,thin
2371,0.97,0.39,thin,thin
2372,0.79,0.36,thin,thin
2373,0.935,0.53,thin,thin
2374,0.915,0.44,thin,thin
2375,0.71,0.73,fat,fat
2376,0.955,0.73,normal,normal
2377,0.725,0.5,normal,normal
2378,0.945,0.51,thin,thin
2379,0.925,0.37,thin,thin
2380,0.625,0.37,normal,normal
2381,0.945,0.63,thin,thin
2382,0.72,0.62,fat,fat
2383,0.925,0.44,thin,thin
2384,0.62,0.48,fat,fat
2385,0.905,0.4,thin,thin
2386,0.75,0.63,fat,fat
2387,0.705,0.47,normal,normal
2388,0.825,0.55,normal,normal
2389,0.64,0.72,fat,fat
2390,0.935,0.46,thin,thin
2391,0.875,0.77,fat,fat
2392,0.635,0.37,normal,normal
2393,0.775,0.41,thin,thin
2394,0.805,0.57,normal,normal
2395,0.64,0.41,fat,normal
2396,0.78,0.52,normal,normal
2397,0.715,0.77,fat,fat
2398,0.98,0.74,normal,normal
2399,0.995,0.75,normal,normal
2400,0.615,0.55,fat,fat
2401,1.0,0.66,thin,thin
2402,0.88,0.65,normal,normal
2403,0.62,0.68,fat,fat
2404,0.725,0.53,fat,fat
2405,0.67,0.8,fat,fat
2406,0.94,0.77,normal,normal
2407,0.805,0.72,fat,fat
2408,0.87,0.47,thin,thin
2409,0.805,0.69,fat,fat
2410,0.695,0.52,fat,fat
2411,0.805,0.46,thin,thin
2412,0.87,0.43,thin,thin
2413,0.675,0.35,normal,normal
2414,0.755,0.77,fat,fat
2415,0.64,0.36,normal,normal
2416,0.655,0.77,fat,fat
2417,0.825,0.66,normal,normal
2418,0.655,0.37,normal,normal
2419,0.71,0.79,fat,fat
2420,0.9,0.54,thin,thin
2421,0.76,0.35,thin,thin
2422,0.75,0.7,fat,fat
2423,0.93,0.57,thin,thin
2424,0.975,0.64,thin,thin
2425,0.805,0.45,thin,thin
2426,0.975,0.42,thin,thin
2427,0.69,0.75,fat,fat
2428,0.65,0.77,fat,fat
2429,0.7,0.8,fat,fat
2430,0.77,0.39,thin,thin
2431,0.7,0.64,fat,fat
2432,0.74,0.53,normal,normal
2433,0.695,0.68,fat,fat
2434,0.8,0.78,fat,fat
2435,0.725,0.58,fat,fat
2436,0.795,0.58,normal,normal
2437,0.76,0.39,thin,thin
2438,0.77,0.61,fat,fat
2439,0.805,0.48,normal,thin
2440,0.805,0.64,normal,normal
2441,0.945,0.69,normal,normal
2442,0.97,0.55,thin,thin
2443,0.77,0.61,fat,fat
2444,0.735,0.57,fat,fat
2445,0.765,0.68,fat,fat
2446,0.96,0.45,thin,thin
2447,0.885,0.66,normal,normal
2448,0.6,0.73,fat,fat
2449,0.61,0.6,fat,fat
2450,0.915,0.45,thin,thin
2451,0.85,0.5,thin,thin
2452,0.695,0.48,normal,normal
2453,0.805,0.65,fat,normal
2454,0.675,0.35,normal,normal
2455,0.83,0.44,thin,thin
2456,0.97,0.66,thin,thin
2457,0.905,0.53,thin,thin
2458,0.705,0.68,fat,fat
2459,0.86,0.53,thin,thin
2460,0.64,0.37,normal,normal
2461,0.835,0.72,fat,fat
2462,0.67,0.78,fat,fat
2463,0.625,0.65,fat,fat
2464,0.94,0.37,thin,thin
2465,0.975,0.35,thin,thin
2466,0.915,0.42,thin,thin
2467,0.655,0.47,fat,fat
2468,0.9,0.51,thin,thin
2469,0.77,0.38,thin,thin
2470,0.66,0.37,normal,normal
2471,0.67,0.35,normal,normal
2472,0.87,0.73,normal,normal
2473,0.99,0.45,thin,thin
2474,0.985,0.69,thin,thin
2475,0.83,0.35,thin,thin
2476,0.69,0.46,normal,normal
2477,0.91,0.76,normal,normal
2478,0.635,0.78,fat,fat
2479,0.835,0.44,thin,thin
2480,0.8,0.69,fat,fat
2481,0.825,0.46,thin,thin
2482,0.95,0.4,thin,thin
2483,0.73,0.48,normal,normal
2484,0.845,0.47,thin,thin
2485,0.83,0.41,thin,thin
2486,0.795,0.5,normal,normal
2487,0.845,0.45,thin,thin
2488,0.835,0.5,thin,thin
2489,0.98,0.55,thin,thin
2490,0.87,0.74,normal,normal
2491,0.79,0.8,fat,fat
2492,0.73,0.48,normal,normal
2493,0.685,0.53,fat,fat
2494,0.82,0.48,thin,thin
2495,0.805,0.66,fat,fat
2496,0.975,0.71,normal,normal
2497,0.735,0.63,fat,fat
2498,0.935,0.58,thin,thin
2499,0.61,0.65,fat,fat
2500,0.825,0.67,normal,normal
2501,0.825,0.56,normal,normal
2502,0.865,0.75,fat,fat
2503,0.6,0.4,fat,fat
2504,0.89,0.49,thin,thin
2505,0.925,0.48,thin,thin
2506,0.65,0.73,fat,fat
2507,0.935,0.53,thin,thin
2508,0.735,0.59,fat,fat
2509,0.745,0.64,fat,fat
2510,0.63,0.7,fat,fat
2511,0.875,0.73,normal,normal
2512,0.875,0.74,normal,normal
2513,0.6,0.53,fat,fat
2514,0.765,0.51,normal,normal
2515,0.82,0.65,normal,normal
2516,0.985,0.65,thin,thin
2517,0.965,0.71,normal,normal
2518,0.94,0.73,normal,normal
2519,0.94,0.79,normal,normal
2520,0.805,0.48,normal,thin
2521,0.97,0.65,thin,thin
2522,0.945,0.41,thin,thin
2523,0.755,0.55,normal,normal
2524,0.835,0.36,thin,thin
